old_url,new_url,reason,old_name,new_name,sku
"/product/do-not-top-load-label-2-x-5","https://keypak.tbkdev.com/product/do-not-top-load-label-2-x-5/","identical_urls","","","LM.60109.8"
"/product/keep-cool-label-2-x-5","https://keypak.tbkdev.com/product/keep-cool-label-2-x-5/","identical_urls","","","LM.75134.0"
"/product/rotate-stock-label-2-x-5","https://keypak.tbkdev.com/product/rotate-stock-label-2-x-5/","identical_urls","","","LM.75135.0"
"/product/do-not-bend-label-2-x-5","https://keypak.tbkdev.com/product/do-not-bend-label-2-x-5/","identical_urls","","","LM.75136.0"
"/product/in-bond-label-2-x-5","https://keypak.tbkdev.com/product/in-bond-label-2-x-5/","identical_urls","","","LM.75149.0"
"/product/received-label-2-x-5","https://keypak.tbkdev.com/product/received-label-2-x-5/","identical_urls","","","LM.75154.0"
"/product/hardware-enclosed-label-2-x-5","https://keypak.tbkdev.com/product/hardware-enclosed-label-2-x-5/","identical_urls","","","LM.75157.0"
"/product/inspected-label-2-x-5","https://keypak.tbkdev.com/product/inspected-label-2-x-5/","identical_urls","","","LM.75158.0"
"/product/air-freight-label-2-x-5","https://keypak.tbkdev.com/product/air-freight-label-2-x-5/","identical_urls","","","LM.75190.0"
"/product/made-in-canada-label-2-x-3","https://keypak.tbkdev.com/product/made-in-canada-label-2-x-3/","identical_urls","","","LM.75296.8"
"/product/part-box-label-2-x-5","https://keypak.tbkdev.com/product/part-box-label-2-x-5/","identical_urls","","","LM.75447.0"
"/product/liquid-label-2-x-5","https://keypak.tbkdev.com/product/liquid-label-2-x-5/","identical_urls","","","LM.75451.0"
"/product/overpack-label-2-x-5","https://keypak.tbkdev.com/product/overpack-label-2-x-5/","identical_urls","","","LM.75455.8"
"/product/mixed-merchandise-label-2-x-5","https://keypak.tbkdev.com/product/mixed-merchandise-label-2-x-5/","identical_urls","","","LM.75456.0"
"/product/do-not-freeze-label-2-x-5","https://keypak.tbkdev.com/product/do-not-freeze-label-2-x-5/","identical_urls","","","LM.80111.8"
"/product/do-not-use-knife-label-2-x-5","https://keypak.tbkdev.com/product/do-not-use-knife-label-2-x-5/","identical_urls","","","LM.80148.8"
"/product/tyvek-shipping-tag-8","https://keypak.tbkdev.com/product/tyvek-shipping-tag-8/","identical_urls","","","LT.30702.0"
"/product/invoice-enclosed-label-2-x-3","https://keypak.tbkdev.com/product/invoice-enclosed-label-2-x-3/","identical_urls","","","LM.15115.0"
"/product/thermal-transfer-ribbon-datamax-2-52-x-1181","https://keypak.tbkdev.com/product/thermal-transfer-ribbon-datamax-2-52-x-1181/","identical_urls","","","LS.06436.0"
"/product/thermal-transfer-label-2-x-1","https://keypak.tbkdev.com/product/thermal-transfer-label-2-x-1/","identical_urls","","","LS.12013.9"
"/product/thermal-transfer-label-3-x-1","https://keypak.tbkdev.com/product/thermal-transfer-label-3-x-1/","identical_urls","","","LS.13013.9"
"/product/thermal-transfer-label-3-x-4","https://keypak.tbkdev.com/product/thermal-transfer-label-3-x-4/","identical_urls","","","LS.13034.9"
"/product/thermal-transfer-label-4-x-4","https://keypak.tbkdev.com/product/thermal-transfer-label-4-x-4/","identical_urls","","","LS.14040.9"
"/product/thermal-transfer-label-6-x-4","https://keypak.tbkdev.com/product/thermal-transfer-label-6-x-4/","identical_urls","","","LS.14978.9"
"/product/thermal-transfer-label-4-x-12","https://keypak.tbkdev.com/product/thermal-transfer-label-4-x-12/","identical_urls","","","LS.14980.9"
"/product/thermal-transfer-label-4-x-1","https://keypak.tbkdev.com/product/thermal-transfer-label-4-x-1/","identical_urls","","","LS.18996.0"
"/product/thermal-transfer-ribbon-intermec-4-09-x-502","https://keypak.tbkdev.com/product/thermal-transfer-ribbon-intermec-4-09-x-502/","identical_urls","","","LS.21553.9"
"/product/thermal-transfer-ribbon-zebra-4-33-x-243","https://keypak.tbkdev.com/product/thermal-transfer-ribbon-zebra-4-33-x-243/","identical_urls","","","LS.23950.9"
"/product/thermal-transfer-ribbon-zebra-5-12-x-1476","https://keypak.tbkdev.com/product/thermal-transfer-ribbon-zebra-5-12-x-1476/","identical_urls","","","LS.24530.9"
"/product/thermal-transfer-ribbon-zebra-6-49-x-984","https://keypak.tbkdev.com/product/thermal-transfer-ribbon-zebra-6-49-x-984/","identical_urls","","","LS.24703.9"
"/product/thermal-transfer-ribbon-zebra-6-5-x-1476","https://keypak.tbkdev.com/product/thermal-transfer-ribbon-zebra-6-5-x-1476/","identical_urls","","","LS.24710.9"
"/product/1-mil-flat-poly-bag-14-x-22","https://keypak.tbkdev.com/product/1-mil-flat-poly-bag-14-x-22/","identical_urls","","","MA.11500.1"
"/product/1-mil-flat-poly-bag-14-x-24","https://keypak.tbkdev.com/product/1-mil-flat-poly-bag-14-x-24/","identical_urls","","","MA.31424.9"
"/product/1-mil-flat-poly-bag-18-x-24","https://keypak.tbkdev.com/product/1-mil-flat-poly-bag-18-x-24/","identical_urls","","","MA.31823.9"
"/product/1-mil-flat-poly-bag-20-x-24","https://keypak.tbkdev.com/product/1-mil-flat-poly-bag-20-x-24/","identical_urls","","","MA.32024.9"
"/product/1-5-mil-flat-poly-bag-26-x-36","https://keypak.tbkdev.com/product/1-5-mil-flat-poly-bag-26-x-36/","identical_urls","","","MA.32636.9"
"/product/2-mil-poly-bag-3-x-4","https://keypak.tbkdev.com/product/2-mil-poly-bag-3-x-4/","identical_urls","","","MB.10304.9"
"/product/2-mil-poly-bag-3-x-5","https://keypak.tbkdev.com/product/2-mil-poly-bag-3-x-5/","identical_urls","","","MB.10305.9"
"/product/2-mil-poly-bag-4-x-6","https://keypak.tbkdev.com/product/2-mil-poly-bag-4-x-6/","identical_urls","","","MB.10406.1"
"/product/2-mil-poly-bag-4-x-10","https://keypak.tbkdev.com/product/2-mil-poly-bag-4-x-10/","identical_urls","","","MB.10410.9"
